4.8,1
5.4,0
6,1
6.6,1
7.2,1
7.8,1
8.4,1
9,1
10.2,0
10.8,0
11.4,0
12,0
12.6,0
13.2,0
13.8,0
14.4,0
15,1
15.6,0
16.2,1
16.8,0
17.4,0
18,1
18.6,1
19.2,1
19.8,0
20.4,1
21,1
21.6,1
22.2,1
22.8,1
23.4,0
24,0
24.6,1
25.2,0
25.8,1
26.4,0
27,1
27.6,0
28.2,1
28.8,0
29.4,0
30,0
30.6,1
31.2,0
31.8,0
32.4,0
33,0
33.6,1
34.2,0
34.8,1
35.4,0
36,1
36.6,0
37.2,1
37.8,1
38.4,0
39,1
39.6,1
40.2,1
40.8,0
41.4,0
42,0
42.6,1
43.2,0
43.8,1
44.4,0
45,1
45.6,0
46.2,1
46.8,1
47.4,1
48,1
48.6,1
49.2,0
49.8,0
50.4,1
51,1
51.6,1
52.2,1
52.8,1
53.4,1
54,1
54.6,0
55.2,0
55.8,1
56.4,1
57,1
57.6,1
58.2,1
58.8,0
59.4,1
60,0
60.6,0
61.2,0
61.8,1
62.4,0
63,1
63.6,0
64.2,1
64.8,1
65.4,1
66,1
66.6,0
67.2,0
67.8,1
68.4,0
69,0
69.6,0
70.2,0
70.8,1
71.4,1
72,0
72.6,0
73.2,1
73.8,0
74.4,1
75,0
75.6,0
76.2,1
76.8,1
77.4,1
78,1
78.6,1
79.2,0
79.8,0
80.4,0
81,0
81.6,1
82.2,0
82.8,1
83.4,0
84,0
84.6,0
85.2,1
85.8,1
86.4,0
87,1
87.6,1
88.2,1
88.8,1
89.4,0
90,0
90.6,1
91.2,0
91.8,1
92.4,1
93,0
93.6,0
94.2,1
94.8,1
95.4,0
96,1
96.6,0
97.2,1
97.8,1
98.4,1
99,1
99.6,1
100.2,0
100.8,1
101.4,0
102,1
102.6,0
103.2,1
103.8,1
104.4,1
105,0
105.6,1
106.2,1
106.8,1
107.4,1
108,0
108.6,0
109.2,1
109.8,1
110.4,0
111,0
111.6,0
112.2,1
112.8,1
113.4,0
114,1
114.6,0
115.2,0
115.8,0
116.4,0
117,1
117.6,1
118.2,1
118.8,1
119.4,1
120,0
120.6,0
121.2,1
121.8,0
122.4,0
123,1
123.6,0
124.2,1
124.8,0
125.4,1
126,0
126.6,0
127.2,1
127.8,0
128.4,1
129,1
129.6,0
130.2,0
130.8,0
131.4,0
132,1
132.6,0
133.2,1
133.8,0
134.4,1
135,0
135.6,0
136.2,0
136.8,1
137.4,0
138,0
138.6,1
139.2,0
139.8,0
140.4,1
141,0
141.6,1
142.2,1
142.8,1
143.4,0
144,1
144.6,0
145.2,0
145.8,0
146.4,0
147,1
147.6,1
148.2,0
148.8,1
149.4,1
150,1
150.6,0
151.2,1
151.8,0
152.4,1
153,0
153.6,1
154.2,1
154.8,0
155.4,1
156,0
156.6,0
157.2,1
157.8,1
158.4,1
159,0
159.6,1
160.2,1
160.8,0
161.4,0
162,0
162.6,0
163.2,1
163.8,1
164.4,0
165,1
165.6,1
166.2,1
166.8,1
167.4,1
168,1
168.6,0
169.2,1
169.8,1
170.4,0
171,0
171.6,0
172.2,0
172.8,1
173.4,1
174,1
174.6,1
175.2,0
175.8,0
176.4,1
177,1
177.6,0
178.2,0
178.8,0
179.4,1
180,1
180.6,1
181.2,1
181.8,0
182.4,0
183,1
183.6,0
184.2,1
184.8,1
185.4,1
186,1
186.6,0
187.2,0
187.8,1
188.4,1
189,1
189.6,1
190.2,1
190.8,0
191.4,0
192,0
192.6,0
193.2,1
193.8,0
194.4,0
195,1
195.6,0
196.2,0
196.8,1
197.4,1
198,1
198.6,0
199.2,1
199.8,1
200.4,1
201,0
201.6,0
202.2,1
202.8,1
203.4,0
204,0
204.6,1
205.2,0
205.8,0
206.4,0
207,1
207.6,1
208.2,1
212.4,0
213,0
214.8,0
215.4,1
216,1
217.2,1
219,1
219.6,0
220.2,1
220.8,1
221.4,0
222,0
222.6,1
223.2,0
223.8,0
224.4,0
225,1
225.6,0
226.2,1
226.8,0
227.4,0
228,1
228.6,0
229.2,1
