2.711837,0
3.050816,1
3.728776,0
4.067755,1
6.440612,0
6.779592,1
8.47449,0
8.813469,1
9.152449,0
9.491428,1
9.830408,0
10.16939,1
10.50837,0
10.84735,1
11.18633,0
11.52531,1
11.86429,0
12.20327,1
12.54224,0
12.88122,1
13.2202,0
13.55918,1
13.89816,0
14.23714,1
14.57612,0
14.9151,1
15.25408,0
15.59306,1
15.93204,0
16.27102,1
16.61,0
16.94898,1
17.28796,0
17.62694,1
17.96592,0
18.3049,1
18.64388,0
18.98286,1
19.32184,0
19.66082,1
19.9998,0
20.33878,1
20.67776,0
21.01674,1
21.35571,0
21.69469,1
22.03367,0
22.37265,1
22.71163,0
25.42347,1
25.76245,0
26.10143,1
26.44041,0
26.77939,1
27.11837,0
27.45735,1
27.79633,0
28.13531,1
28.47429,0
28.81326,1
29.15224,0
29.49122,1
29.8302,0
30.16918,1
30.50816,0
30.84714,1
31.18612,0
31.5251,1
31.86408,0
32.20306,1
32.54204,0
32.88102,1
33.22,0
33.55898,1
33.89796,0
34.23694,1
34.57592,0
34.9149,1
35.25388,0
35.59286,1
35.93184,0
36.27082,1
36.60979,0
36.94878,1
37.28775,0
37.62674,1
37.96571,0
38.3047,1
38.64367,0
38.98265,1
39.32163,0
39.66061,1
39.99959,0
40.33857,1
40.67755,0
41.01653,1
41.35551,0
41.69449,1
42.03347,0
42.37245,1
42.71143,0
43.05041,1
43.38939,0
43.72837,1
44.06735,0
44.40633,1
44.74531,0
45.08429,1
45.42326,0
45.76225,1
46.10122,0
46.4402,1
46.77918,0
47.11816,1
47.45714,0
47.79612,1
48.1351,0
48.47408,1
48.81306,0
49.15204,1
49.49102,0
49.83,1
50.16898,0
50.50796,1
50.84694,0
51.18592,1
51.5249,0
51.86388,1
52.20286,0
52.54184,1
52.88082,0
53.2198,1
53.55878,0
53.89775,1
54.23674,0
54.57571,1
54.9147,0
55.25367,1
55.59265,0
55.93163,1
56.27061,0
56.60959,1
56.94857,0
57.28755,1
57.62653,0
57.96551,1
58.30449,0
58.64347,1
58.98245,0
59.32143,1
59.66041,0
59.99939,1
60.33837,0
60.67735,1
61.01633,0
61.3553,1
61.69429,0
62.03326,1
62.37225,0
62.71122,1
63.05021,0
63.38918,1
63.72816,0
64.06715,1
64.40612,0
64.7451,1
65.08408,0
65.42306,1
65.76204,0
66.10102,1
66.44,0
66.77898,1
67.11796,0
67.45694,1
67.79592,0
68.1349,1
68.47388,0
68.81286,1
69.15184,0
69.49081,1
69.8298,0
70.16878,1
70.50775,0
70.84673,1
71.18571,0
71.5247,1
71.86367,0
72.20265,1
72.54163,0
72.88062,1
73.21959,0
73.55857,1
73.89755,0
74.23653,1
74.57551,0
74.91449,1
75.25347,0
75.59245,1
75.93143,0
76.27041,1
76.60939,0
76.94836,1
77.28735,0
77.62633,1
77.96531,0
78.30428,1
78.64326,0
78.98225,1
79.32123,0
79.6602,1
79.99918,0
80.33817,1
80.67714,0
81.01612,1
81.3551,0
81.69408,1
82.03306,0
82.37204,1
82.71102,0
83.05,1
83.38898,0
83.72796,1
84.06694,0
84.40592,1
84.7449,0
85.08388,1
85.42286,0
85.76183,1
86.10081,0
86.4398,1
86.77878,0
87.11775,1
87.45673,0
87.79572,1
88.1347,0
88.47367,1
88.81265,0
89.15163,1
89.49062,0
89.82959,1
90.16857,0
90.50755,1
90.84653,0
91.18551,1
91.52449,0
91.86347,1
92.20245,0
92.54143,1
92.88041,0
93.21939,1
93.55836,0
93.89735,1
94.23633,0
94.57531,1
94.91428,0
95.25327,1
95.59225,0
95.93122,1
96.2702,0
96.60918,1
96.94817,0
97.28714,1
97.62612,0
97.9651,1
98.30408,0
98.64306,1
98.98204,0
99.32102,1
99.66,0
99.99898,1
100.338,0
100.6769,1
101.0159,0
101.3549,1
101.6939,0
102.0329,1
102.3718,0
102.7108,1
103.0498,0
103.3888,1
103.7278,0
104.0667,1
104.4057,0
104.7447,1
105.0837,0
105.4227,1
105.7616,0
106.1006,1
106.4396,0
106.7786,1
107.1176,0
107.4565,1
107.7955,0
108.1345,1
108.4735,0
108.8124,1
109.1514,0
109.4904,1
109.8294,0
110.1684,1
110.5073,0
110.8463,1
111.1853,0
111.5243,1
111.8633,0
112.2022,1
112.5412,0
112.8802,1
113.2192,0
113.5582,1
113.8971,0
114.2361,1
114.5751,0
114.9141,1
115.2531,0
115.592,1
115.931,0
116.27,1
116.609,0
116.948,1
117.2869,0
117.6259,1
117.9649,0
118.3039,1
118.6429,0
118.9818,1
119.3208,0
119.6598,1
119.9988,0
120.3378,1
120.6767,0
121.0157,1
121.3547,0
121.6937,1
122.0327,0
122.3716,1
122.7106,0
123.0496,1
123.3886,0
123.7276,1
124.0665,0
124.4055,1
124.7445,0
125.0835,1
125.4224,0
125.7614,1
126.1004,0
126.4394,1
126.7784,0
127.1173,1
127.4563,0
127.7953,1
128.1343,0
128.4733,1
128.8122,0
129.1512,1
129.4902,0
129.8292,1
130.1682,0
130.5071,1
130.8461,0
131.1851,1
131.5241,0
131.8631,1
132.202,0
132.541,1
132.88,0
133.219,1
133.558,0
133.8969,1
134.2359,0
134.5749,1
134.9139,0
135.2529,1
135.5918,0
135.9308,1
136.2698,0
136.6088,1
136.9478,0
137.2867,1
137.6257,0
137.9647,1
138.3037,0
138.6427,1
138.9816,0
139.3206,1
139.6596,0
139.9986,1
140.3376,0
140.6765,1
141.0155,0
141.3545,1
141.6935,0
142.0325,1
142.3714,0
142.7104,1
143.0494,0
143.3884,1
143.7273,0
144.0663,1
144.4053,0
144.7443,1
145.0833,0
145.4222,1
145.7612,0
146.1002,1
146.4392,0
146.7782,1
147.1171,0
147.4561,1
147.7951,0
148.1341,1
148.4731,0
148.812,1
149.151,0
149.49,1
149.829,0
150.168,1
150.5069,0
150.8459,1
151.1849,0
151.5239,1
151.8629,0
152.2018,1
152.5408,0
152.8798,1
153.2188,0
153.5578,1
153.8967,0
154.2357,1
154.5747,0
154.9137,1
155.2527,0
155.5916,1
155.9306,0
156.2696,1
156.6086,0
156.9476,1
157.2865,0
157.6255,1
157.9645,0
158.3035,1
158.6425,0
158.9814,1
159.3204,0
159.6594,1
159.9984,0
160.3373,1
160.6763,0
161.0153,1
161.3543,0
161.6933,1
162.0322,0
162.3712,1
162.7102,0
163.0492,1
163.3882,0
163.7271,1
164.0661,0
164.4051,1
164.7441,0
165.0831,1
165.422,0
165.761,1
166.1,0
166.439,1
166.778,0
167.1169,1
167.4559,0
167.7949,1
168.1339,0
168.4729,1
168.8118,0
169.1508,1
169.4898,0
169.8288,1
170.1678,0
170.5067,1
170.8457,0
171.1847,1
171.5237,0
171.8627,1
172.2016,0
172.5406,1
172.8796,0
173.2186,1
173.5576,0
173.8965,1
174.2355,0
174.5745,1
174.9135,0
175.2524,1
175.5914,0
175.9304,1
176.2694,0
176.6084,1
176.9473,0
177.2863,1
177.6253,0
177.9643,1
178.3033,0
178.6422,1
178.9812,0
179.3202,1
179.6592,0
179.9982,1
180.3371,0
180.6761,1
181.0151,0
181.3541,1
181.6931,0
182.032,1
182.371,0
182.71,1
183.049,0
183.388,1
183.7269,0
184.0659,1
184.4049,0
184.7439,1
185.0829,0
185.4218,1
185.7608,0
186.0998,1
186.4388,0
186.7778,1
187.1167,0
187.4557,1
187.7947,0
188.1337,1
188.4727,0
188.8116,1
189.1506,0
189.4896,1
189.8286,0
190.1676,1
190.5065,0
190.8455,1
191.1845,0
191.5235,1
191.8624,0
192.2014,1
192.5404,0
192.8794,1
193.2184,0
193.5573,1
193.8963,0
194.2353,1
194.5743,0
194.9133,1
195.2522,0
195.5912,1
195.9302,0
196.2692,1
196.6082,0
196.9471,1
197.2861,0
197.6251,1
197.9641,0
198.3031,1
198.642,0
198.981,1
199.32,0
199.659,1
199.998,0
200.3369,1
200.6759,0
201.0149,1
201.3539,0
201.6929,1
202.0318,0
202.3708,1
202.7098,0
203.0488,1
203.3878,0
203.7267,1
204.0657,0
204.4047,1
204.7437,0
205.0827,1
205.4216,0
205.7606,1
206.0996,0
206.4386,1
206.7776,0
207.1165,1
207.4555,0
207.7945,1
208.1335,0
208.4724,1
208.8114,0
209.1504,1
209.4894,0
209.8284,1
210.1673,0
210.5063,1
210.8453,0
211.1843,1
211.5233,0
211.8622,1
212.2012,0
212.5402,1
212.8792,0
213.2182,1
213.5571,0
213.8961,1
214.2351,0
214.5741,1
214.9131,0
215.252,1
215.591,0
215.93,1
216.269,0
216.608,1
216.9469,0
217.2859,1
217.6249,0
217.9639,1
218.3029,0
218.6418,1
218.9808,0
